
First Solve, disconnected reactive stages
------------------------------------------------------------------------------------------------------------
stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		164.5	0.000	0.0000	0.000		2.7796	0.5292	0.0000		20.000
NON-react[2]		193.9	0.000	0.0000	0.000		2.9205	0.5343	0.0000		20.000
NON-react[3]		209.5	0.000	0.0000	0.000		2.9256	0.5246	0.0000		20.000
React-ive[4]		220.0	-34.2	0.2579	0.444		2.9159	0.3319	0.0000		20.000
NON-react[5]		215.8	0.000	0.0000	0.000		2.2235	0.2826	0.0000		20.000
React-ive[6]		220.0	-38.6	0.2613	0.508		2.1741	0.1624	0.0000		20.000
React-ive[7]		220.0	-40.7	0.2631	0.584		1.5607	0.0966	0.0000		20.000
React-ive[8]		220.0	-42.1	0.2645	0.681		1.0052	0.0709	0.0000		20.000
React-ive[9]		220.0	-42.7	0.2652	0.812		0.4927	0.0637	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0637	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0637			19.996
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.06
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-80.6				1.3510	0.4216	0.0285		1.0143

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.9	0.000	0.0000	0.000		2.8156	0.5838	0.0000		20.000
NON-react[2]		193.1	0.000	0.0000	0.000		2.9778	0.5919	0.0000		20.000
NON-react[3]		209.1	0.000	0.0000	0.000		2.9859	0.5831	0.0000		20.000
React-ive[4]		220.0	-33.4	0.2570	0.441		2.9770	0.3684	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.2610	0.3154	0.0000		20.000
React-ive[6]		220.0	-38.1	0.2607	0.506		2.2080	0.1808	0.0000		20.000
React-ive[7]		220.0	-40.4	0.2627	0.583		1.5791	0.1045	0.0000		20.000
React-ive[8]		220.0	-41.9	0.2643	0.681		1.0123	0.0741	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2651	0.811		0.4945	0.0652	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0652	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0652			19.996
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.06
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-81.9				1.3581	0.4534	0.0268		1.0117

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.6	0.000	0.0000	0.000		2.8502	0.6383	0.0000		20.000
NON-react[2]		192.6	0.000	0.0000	0.000		3.0350	0.6508	0.0000		20.000
NON-react[3]		208.7	0.000	0.0000	0.000		3.0475	0.6423	0.0000		20.000
React-ive[4]		220.0	-32.4	0.2561	0.438		3.0390	0.4017	0.0000		20.000
NON-react[5]		216.0	0.000	0.0000	0.000		2.2953	0.3435	0.0000		20.000
React-ive[6]		220.0	-37.7	0.2602	0.504		2.2371	0.1959	0.0000		20.000
React-ive[7]		220.0	-40.1	0.2624	0.581		1.5942	0.1108	0.0000		20.000
React-ive[8]		220.0	-41.8	0.2641	0.680		1.0181	0.0765	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2651	0.811		0.4961	0.0662	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0662	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0662			19.996
------------------------------------------------------------------------------------------------------------

> Working on Reflux, PR ratio = 0.05
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-83.2				1.3652	0.4843	0.0254		1.0091

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.6	0.000	0.0000	0.000		2.8841	0.6929	0.0000		20.000
NON-react[2]		192.4	0.000	0.0000	0.000		3.0927	0.7121	0.0000		20.000
NON-react[3]		208.5	0.000	0.0000	0.000		3.1119	0.7053	0.0000		20.000
React-ive[4]		220.0	-31.4	0.2552	0.436		3.1051	0.4363	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.3311	0.3717	0.0000		20.000
React-ive[6]		220.0	-37.3	0.2597	0.502		2.2665	0.2098	0.0000		20.000
React-ive[7]		220.0	-39.9	0.2620	0.580		1.6083	0.1163	0.0000		20.000
React-ive[8]		220.0	-41.7	0.2640	0.680		1.0231	0.0784	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2650	0.811		0.4973	0.0670	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0670	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0670			19.996
------------------------------------------------------------------------------------------------------------

> Working on reboiler temperature = 493.15
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-83.2				1.3652	0.4843	0.0254		1.0091

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.6	0.000	0.0000	0.000		2.8841	0.6929	0.0000		20.000
NON-react[2]		192.4	0.000	0.0000	0.000		3.0927	0.7121	0.0000		20.000
NON-react[3]		208.5	0.000	0.0000	0.000		3.1119	0.7053	0.0000		20.000
React-ive[4]		220.0	-31.4	0.2552	0.436		3.1051	0.4363	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.3311	0.3717	0.0000		20.000
React-ive[6]		220.0	-37.3	0.2597	0.502		2.2665	0.2098	0.0000		20.000
React-ive[7]		220.0	-39.9	0.2620	0.580		1.6083	0.1163	0.0000		20.000
React-ive[8]		220.0	-41.7	0.2640	0.680		1.0231	0.0784	0.0000		20.000
React-ive[9]		220.0	-42.6	0.2650	0.811		0.4973	0.0670	0.0000		20.000
NON-react[10]		219.9	0.000	0.0000	0.000		0.0000	0.0670	0.0000		19.998

stages			T	Q				V_out	L_out			P_VLE
Reboiler		220.0	0.000				0.0000	0.0670			19.996
------------------------------------------------------------------------------------------------------------

> Working on reboiler temperature = 623.15
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-83.4				1.3677	0.4854	0.0255		1.0111

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		163.6	0.000	0.0000	0.000		2.8898	0.6945	0.0000		20.000
NON-react[2]		192.4	0.000	0.0000	0.000		3.0989	0.7138	0.0000		20.000
NON-react[3]		208.5	0.000	0.0000	0.000		3.1182	0.7071	0.0000		20.000
React-ive[4]		220.0	-31.4	0.2552	0.435		3.1115	0.4379	0.0000		20.000
NON-react[5]		215.9	0.000	0.0000	0.000		2.3373	0.3733	0.0000		20.000
React-ive[6]		220.0	-37.3	0.2597	0.502		2.2727	0.2110	0.0000		20.000
React-ive[7]		220.0	-39.9	0.2620	0.580		1.6141	0.1170	0.0000		20.000
React-ive[8]		220.0	-41.7	0.2639	0.679		1.0283	0.0788	0.0000		20.000
React-ive[9]		220.0	-42.5	0.2649	0.810		0.5021	0.0673	0.0000		20.000
NON-react[10]		229.3	0.000	0.0000	0.000		0.0043	0.0726	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	5.822				0.0096	0.0629			20.000
------------------------------------------------------------------------------------------------------------

> Working on side draw of 20.0% on stage 4
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-76.6				1.3179	0.3932	0.0207		1.0303

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		152.4	0.000	0.0000	0.000		2.7622	0.5136	0.0000		20.000
NON-react[2]		179.5	0.000	0.0000	0.000		2.8826	0.4677	0.0000		20.000
NON-react[3]		199.5	0.000	0.0000	0.000		2.8367	0.3936	0.0000		20.000
React-ive[4]		220.0	-31.5	0.2583	0.451		2.7626	0.1162	0.0290		20.000
NON-react[5]		210.9	0.000	0.0000	0.000		2.0152	0.0671	0.0000		20.000
React-ive[6]		220.0	-41.7	0.2649	0.520		1.9661	0.0400	0.0000		20.000
React-ive[7]		220.0	-42.8	0.2656	0.593		1.4528	0.0362	0.0000		20.000
React-ive[8]		220.0	-43.1	0.2658	0.686		0.9642	0.0387	0.0000		20.000
React-ive[9]		220.0	-43.1	0.2658	0.813		0.4821	0.0431	0.0000		20.000
NON-react[10]		225.5	0.000	0.0000	0.000		0.0023	0.0455	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	4.096				0.0046	0.0408			20.000
------------------------------------------------------------------------------------------------------------

> Working on side draw of 70.0% on stage 7
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-76.6				1.3166	0.3939	0.0207		1.0300

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		152.5	0.000	0.0000	0.000		2.7613	0.5152	0.0000		20.000
NON-react[2]		179.6	0.000	0.0000	0.000		2.8826	0.4701	0.0000		20.000
NON-react[3]		199.5	0.000	0.0000	0.000		2.8375	0.3959	0.0000		20.000
React-ive[4]		220.0	-31.3	0.2581	0.451		2.7633	0.1136	0.0284		20.000
NON-react[5]		210.4	0.000	0.0000	0.000		2.0101	0.0632	0.0000		20.000
React-ive[6]		220.0	-41.7	0.2649	0.521		1.9598	0.0370	0.0000		20.000
React-ive[7]		220.0	-42.8	0.2656	0.593		1.4474	0.0099	0.0231		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9586	0.0147	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4792	0.0206	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0010	0.0216	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	2.044				0.0021	0.0195			20.000
------------------------------------------------------------------------------------------------------------

> Working on adjusting stage 6 temperature to 240.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-81.4				1.1896	0.4677	0.0246		1.0951

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		149.2	0.000	0.0000	0.000		2.7771	0.6072	0.0000		20.000
NON-react[2]		175.5	0.000	0.0000	0.000		2.9166	0.5484	0.0000		20.000
NON-react[3]		196.6	0.000	0.0000	0.000		2.8578	0.4544	0.0000		20.000
React-ive[4]		220.0	-28.9	0.2372	0.465		2.7638	0.1488	0.0372		20.000
NON-react[5]		225.2	0.000	0.0000	0.000		1.9555	0.0899	0.0000		20.000
React-ive[6]		240.0	-45.6	0.3225	0.643		1.8966	0.0292	0.0000		20.000
React-ive[7]		220.0	-43.1	0.2656	0.593		1.4461	0.0078	0.0182		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9582	0.0128	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4790	0.0188	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0009	0.0198	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	1.869				0.0019	0.0179			20.000
------------------------------------------------------------------------------------------------------------

> Working on adjusting stage 7 temperature to 240.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-85.1				1.1360	0.5384	0.0283		1.1275

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		147.6	0.000	0.0000	0.000		2.8304	0.6973	0.0000		20.000
NON-react[2]		173.7	0.000	0.0000	0.000		2.9892	0.6306	0.0000		20.000
NON-react[3]		195.5	0.000	0.0000	0.000		2.9226	0.5249	0.0000		20.000
React-ive[4]		220.0	-26.7	0.2319	0.478		2.8169	0.1672	0.0418		20.000
NON-react[5]		225.7	0.000	0.0000	0.000		1.9508	0.1049	0.0000		20.000
React-ive[6]		240.0	-43.1	0.2950	0.656		1.8884	0.0475	0.0000		20.000
React-ive[7]		240.0	-46.6	0.3142	0.711		1.3892	0.0067	0.0157		20.000
React-ive[8]		220.0	-43.2	0.2659	0.687		0.9585	0.0114	0.0000		20.000
React-ive[9]		220.0	-43.2	0.2659	0.814		0.4790	0.0174	0.0000		20.000
NON-react[10]		224.8	0.000	0.0000	0.000		0.0008	0.0183	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	1.717				0.0017	0.0165			20.000
------------------------------------------------------------------------------------------------------------

> Working on adjusting stage 8 temperature to 245.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-88.4				1.1233	0.6190	0.0325		1.1417

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		146.1	0.000	0.0000	0.000		2.9167	0.7975	0.0000		20.000
NON-react[2]		172.2	0.000	0.0000	0.000		3.0952	0.7239	0.0000		20.000
NON-react[3]		194.5	0.000	0.0000	0.000		3.0216	0.6056	0.0000		20.000
React-ive[4]		220.0	-24.2	0.2279	0.485		2.9033	0.1821	0.0455		20.000
NON-react[5]		225.2	0.000	0.0000	0.000		1.9675	0.1114	0.0000		20.000
React-ive[6]		240.0	-42.0	0.2868	0.672		1.8968	0.0485	0.0000		20.000
React-ive[7]		240.0	-44.1	0.2877	0.734		1.3765	0.0080	0.0188		20.000
React-ive[8]		245.0	-46.7	0.3107	0.817		0.8991	0.0029	0.0000		20.000
React-ive[9]		220.0	-43.3	0.2660	0.815		0.4781	0.0092	0.0000		20.000
NON-react[10]		224.6	0.000	0.0000	0.000		0.0004	0.0097	0.0000		20.000

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.930				0.0009	0.0088			20.000
------------------------------------------------------------------------------------------------------------

> Working on adjusting stage 9 temperature to 250.00C 
------------------------------------------------------------------------------------------------------------
Here comes the result:
------------------------------------------------------------------------------------------------------------
stages			T	Q				V_out	L_out	L_Prod		W
Condenser		30.00	-90.9				1.1540	0.7004	0.0368		1.1365

stages			T	Q	r_FT	Conversion	V_out	L_out	L_Prod		P_VLE
NON-react[1]		144.7	0.000	0.0000	0.000		3.0279	0.8954	0.0000		20.000
NON-react[2]		171.0	0.000	0.0000	0.000		3.2228	0.8157	0.0000		20.000
NON-react[3]		193.7	0.000	0.0000	0.000		3.1432	0.6842	0.0000		20.000
React-ive[4]		220.0	-21.9	0.2253	0.484		3.0117	0.1953	0.0488		20.000
NON-react[5]		224.7	0.000	0.0000	0.000		2.0088	0.1159	0.0000		20.000
React-ive[6]		240.0	-41.5	0.2843	0.678		1.9293	0.0489	0.0000		20.000
React-ive[7]		240.0	-43.5	0.2825	0.745		1.4001	0.0081	0.0189		20.000
React-ive[8]		245.0	-44.5	0.2889	0.836		0.9128	0.0039	0.0000		20.000
React-ive[9]		250.0	-45.0	0.2941	0.922		0.4518	0.0022	0.0000		20.000
NON-react[10]		252.4	0.000	0.0000	0.000		0.0001	0.0023	0.0000		19.999

stages			T	Q				V_out	L_out			P_VLE
Reboiler		350.0	0.183				0.0001	0.0021			19.999
------------------------------------------------------------------------------------------------------------
